,0,1,2,3,4
97,Alfred Molina,1953,"['Spider-Man 2', 'Frida', 'Boogie Nights', 'Magnolia']","['Actor', 'Producer', 'Director']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'ALMA Awards Nom', 'BAFTA Awards Nom', 'British Independent Film Awards Nom', 'Critics Choice Awards Nom']"
98,Teresa Palmer,1986,"['Warm Bodies', 'Lights Out', 'I Am Number Four', 'Berlin Syndrome']","['Actress', 'Producer', 'Writer']","['Film Critics Circle of Australia Awards Nom', 'Australian Film Institute Nom', 'Teen Choice Awards Win', 'BloodGuts UK Horror Awards Nom', 'Australian Film Critics Association Awards Nom']"
99,Toby Kebbell,1982,"['Dawn of the Planet of the Apes', 'Fantastic Four', 'RocknRolla', 'Warcraft: The Beginning']",['Actor'],"['BAFTA Awards Nom', 'British Independent Film Awards Win', 'London Critics Circle Film Awards Nom', 'Empire Awards UK Nom', 'CinEuphoria Awards Win']"
100,Omar Benson Miller,1978,"['Ballers', '2015–2019 • 47 eps', '2002', '2008', '2004']","['Actor', 'Producer', 'Director']","['Image Awards (NAACP) Nom', 'Black Reel Awards Nom']"
101,Monica Bellucci,1964,"['Malena', 'The Matrix Revolutions', 'The Matrix Reloaded', ""Shoot 'Em Up""]","['Actress', 'Producer', 'Soundtrack']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'César Awards France Nom', 'David di Donatello Awards Win', 'Italian National Syndicate of Film Journalists Win', 'MTV Movie + TV Awards Nom']"
102,Alice Krige,1954,"['Star Trek: First Contact', 'Gretel & Hansel', 'Sleepwalkers', 'Thor: The Dark World']","['Actress', 'Producer', 'Writer']","['Academy of Science Fiction Fantasy & Horror Films USA Win', 'CableACE Awards Nom', 'Fantafestival Win', 'Monte-Carlo TV Festival Nom', 'Raindance Film Festival Nom']"
103,Jake Cherry,1996,"['Night at the Museum 2', 'Night at the Museum', 'Friends with Money', ""The Sorcerer's Apprentice""]",['Actor'],['Young Artist Awards Nom']
104,Jang Dong-gun,1972,"['Brotherhood', ""The Warrior's Way"", 'Friend', ""A Gentleman's Dignity"", '2012 • 20 eps']",['Actor'],"['Asia-Pacific Film Festival Win', 'Grand Bell Awards South Korea Nom', 'Baek Sang Art Awards Nom', 'Blue Dragon Awards Nom', 'Asian Film Critics Association Awards Nom']"
105,Kate Bosworth,1983,"['Superman Returns', '21', 'Blue Crush', 'Win a Date with Tad Hamilton!']","['Actress', 'Producer']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'MTV Movie + TV Awards Nom', 'Razzie Awards Nom', 'ShoWest Convention USA Win', 'Teen Choice Awards Nom']"
106,Geoffrey Rush,1951,"[""The King's Speech"", 'Shakespeare in Love', 'Quills', 'Pirates of the Caribbean: The Curse of the Black Pearl']","['Actor', 'Producer', 'Writer']","['Academy Awards USA Nom', 'Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Annie Awards Nom', 'Film Critics Circle of Australia Awards Nom', 'Australian Film Institute Win']"
107,Danny Huston,1962,"['The Constant Gardener', '21 Grams', 'The Aviator', 'Children of Men']","['Actor', 'Director', 'Camera and Electrical Department']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Edinburgh International Film Festival Nom', 'Golden Globes USA Nom', 'Satellite Awards Win', 'Film Independent Spirit Awards Nom']"
108,Lung Ti,1946,"['A Better Tomorrow', 'The Legend of Drunken Master', ""The Warrior's Way"", 'Chinese Vengeance']","['Actor', 'Director', 'Writer']","['Asia-Pacific Film Festival Win', 'Golden Bauhinia Awards Win', 'Golden Horse Film Festival Nom', 'Hong Kong Film Awards Win', 'Macau International Movie Festival Win']"
109,Denzel Washington,1954,"['Fences', 'The Book of Eli', 'Training Day', 'Antwone Fisher']","['Actor', 'Producer', 'Director']","['Academy Awards USA Nom', 'Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Acapulco Black Film Festival Nom', 'American Society of Cinematographers USA Win', 'Berlin International Film Festival Win']"
110,Gary Oldman,1958,"['The Dark Knight', 'Tinker Tailor Soldier Spy', 'Darkest Hour', 'Dracula']","['Actor', 'Producer', 'Director']","['Academy Awards USA Nom', 'Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Annie Awards Nom', 'Blockbuster Entertainment Awards Nom', 'BAFTA Awards Nom']"
111,Mila Kunis,1983,"['Black Swan', 'Jupiter Ascending', 'Forgetting Sarah Marshall', 'Bad Moms']","['Actress', 'Producer', 'Makeup Department']","['Academy of Science Fiction Fantasy & Horror Films USA Win', 'Annie Awards Nom', 'Critics Choice Awards Nom', 'Dallas-Fort Worth Film Critics Association Awards Nom', 'Golden Globes USA Nom']"
112,Ray Stevenson,1964,"['The Three Musketeers', 'Thor', 'Kill the Irishman', ""Cirque du Freak: The Vampire's Assistant""]","['Actor', 'Soundtrack']",['Academy of Science Fiction Fantasy & Horror Films USA Nom']
113,Jennifer Beals,1963,"['Flashdance', 'The Book of Eli', 'The Bride', 'Four Rooms']","['Actress', 'Producer', 'Camera and Electrical Department']","['Cinequest San Jose Film Festival Win', 'GLAAD Media Awards Win', 'Golden Globes USA Nom', 'Satellite Awards Nom', 'Image Awards (NAACP) Nom']"
114,Joe Pingue,1972,"['Star Trek: Section 31', '7.6', 'The Expanse', '2015 • 1 ep', '2010']","['Actor', 'Director', 'Writer']","['Canadian Comedy Awards Nom', 'Gemini Awards Nom', 'Genie Awards Nom', 'WorldFest Houston Win', 'ACTRA Awards Nom']"
115,Frances de la Tour,1944,"['The History Boys', 'Into the Woods', 'The Book of Eli', 'Harry Potter and the Goblet of Fire']","['Actress', 'Soundtrack']","['BAFTA Awards Nom', 'British Independent Film Awards Nom', 'Evening Standard British Film Awards Win', 'Satellite Awards Win', 'Phoenix Film Critics Society Awards Nom']"
116,Michael Gambon,1940,"['Gosford Park', 'Harry Potter and the Half-Blood Prince', 'The Cook, the Thief, His Wife & Her Lover', 'Harry Potter and the Deathly Hallows: Part 2']","['Actor', 'Music Department', 'Soundtrack']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Berlin International Film Festival Win', 'Boston Society of Film Critics Awards Nom', 'BAFTA Awards Win', 'British Independent Film Awards Win']"
117,Tom Waits,1949,"['Seven Psychopaths', 'The Ballad of Buster Scruggs', 'Down by Law', 'Short Cuts']","['Music Artist', 'Actor', 'Composer']","['Academy Awards USA Nom', 'ASCAP Film and Television Music Awards Win', 'Boston Society of Film Critics Awards Win', 'David di Donatello Awards Nom', 'Golden Globes USA Win']"
118,Paul Bettany,1971,"['WandaVision', '2021 • 9 eps']","['Actor', 'Producer', 'Writer']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'BAFTA Awards Nom', 'British Independent Film Awards Nom', 'Critics Choice Awards Nom', 'Camerimage Nom']"
119,Lucas Black,1982,"['Sling Blade', 'The Fast and the Furious: Tokyo Drift', '42', 'Fast & Furious 7']",['Actor'],"['Academy of Science Fiction Fantasy & Horror Films USA Win', 'Las Vegas Film Critics Society Awards Nom', 'Screen Actors Guild Awards Nom', 'Teen Choice Awards Nom', 'Young Artist Awards Nom']"
120,Tyrese Gibson,1978,"['Baby Boy', 'Fast & Furious 7', 'Fast & Furious 6', 'Transformers']","['Actor', 'Producer', 'Executive']","['Acapulco Black Film Festival Nom', 'Grammy Awards Nom', 'Image Awards (NAACP) Nom', 'Locarno International Film Festival Win', 'Teen Choice Awards Nom']"
121,Adrianne Palicki,1983,"['G.I. Joe: Retaliation', 'John Wick', 'Legion', 'Friday Night Lights', '2006–2011 • 52 eps']","['Actress', 'Producer', 'Soundtrack']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Teen Choice Awards Nom', 'Gold Derby Awards Win']"
122,Charles S. Dutton,1951,"['Gothika', 'Alien³', 'A Time to Kill', 'Legion']","['Actor', 'Producer', 'Director']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Directors Guild of America USA Nom', 'Primetime Emmy Awards Win', 'Golden Globes USA Nom', 'Image Awards (NAACP) Nom']"
123,Jon Tenney,1961,"['The Closer', '2005–2012 • 109 eps', 'Andrew Nichols', 'Bob', 'Behan']","['Actor', 'Director', 'Camera and Electrical Department']","[""People's Choice Awards USA Win"", 'Screen Actors Guild Awards Nom']"
124,Kevin Durand,1974,"['X-Men Origins: Wolverine', 'I Am Number Four', 'Robin Hood', 'Wild Hogs']","['Actor', 'Director', 'Writer']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Genie Awards Nom', 'Leo Awards Nom', 'Canadian Screen Awards CA Nom']"
125,Willa Holland,1991,"['Legion', 'Tiger Eyes', 'Straw Dogs', 'Arrow', '2012–2020 • 134 eps']",['Actress'],['Boston International Film Festival Win']
126,Kate Walsh,1967,"['The Perks of Being a Wallflower', ""Grey's Anatomy"", '2005–2023 • 67 eps', '2010', '2004']","['Actress', 'Producer', 'Soundtrack']","['Satellite Awards Win', ""People's Choice Awards USA Nom"", 'San Diego Film Critics Society Awards Win', 'Screen Actors Guild Awards Nom', 'Awards Circuit Community Awards Nom']"
127,Dennis Quaid,1954,"['Far from Heaven', 'The Day After Tomorrow', 'Frequency', 'Innerspace']","['Actor', 'Producer', 'Music Department']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Blockbuster Entertainment Awards Nom', 'Chicago Film Critics Association Awards Win', 'Dallas-Fort Worth Film Critics Association Awards Nom', 'Primetime Emmy Awards Nom']"
128,Jude Law,1972,"['The Talented Mr. Ripley', 'Closer', 'The Grand Budapest Hotel', 'Sky Captain and the World of Tomorrow']","['Actor', 'Producer', 'Director']","['Academy Awards USA Nom', 'Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Annie Awards Nom', 'Blockbuster Entertainment Awards Win', 'BAFTA Awards Nom']"
129,Forest Whitaker,1961,"['The Last King of Scotland', 'The Butler', 'Battlefield Earth', 'Black Panther']","['Actor', 'Producer', 'Director']","['Academy Awards USA Win', 'Acapulco Black Film Festival Nom', 'Biarritz International Festival of Audiovisual Programming Win', 'BET Awards Nom', 'Blockbuster Entertainment Awards Win']"
130,Alice Braga,1983,"['I Am Legend', 'Elysium', 'Predators', 'Repo Men']","['Actress', 'Producer', 'Director']","['Cinema Brazil Grand Prize Nom', 'Gramado Film Festival Win', 'Imagen Foundation Awards Nom', 'Schermi d’Amore - Verona Film Festival Win', 'Black Reel Awards Nom']"
131,Liev Schreiber,1967,"['Spotlight', 'X-Men Origins: Wolverine', 'The Manchurian Candidate', 'Everything Is Illuminated']","['Actor', 'Producer', 'Additional Crew']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Acapulco Black Film Festival Nom', 'Film Critics Circle of Australia Awards Nom', 'Bratislava International Film Festival Win', 'Critics Choice Awards Nom']"
132,Carice van Houten,1976,"['Game of Thrones', '2012–2019 • 29 eps', '2006', '2008', '2010']","['Actress', 'Producer', 'Writer']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', ""Artek - International Children's Film Festival Win"", 'Carrousel International du Film Win', 'Chicago Film Critics Association Awards Nom', 'Primetime Emmy Awards Nom']"
133,Chandler Canterbury,1998,"['After.Life', 'Knowing', 'The Host', 'Repo Men']","['Actor', 'Producer']",['Young Artist Awards Nom']
134,Joe Pingue,1972,"['Star Trek: Section 31', '7.6', 'The Expanse', '2015 • 1 ep', '2010']","['Actor', 'Director', 'Writer']","['Canadian Comedy Awards Nom', 'Gemini Awards Nom', 'Genie Awards Nom', 'WorldFest Houston Win', 'ACTRA Awards Nom']"
135,Liza Lapira,1981,"['21', 'Crazy, Stupid, Love.', 'Fast & Furious', 'Domino']","['Actress', 'Producer', 'Soundtrack']",['ShoWest Convention USA Win']
136,Josh Brolin,1968,"['No Country for Old Men', 'Avengers: Endgame', 'Avengers: Infinity War', 'Inherent Vice']","['Actor', 'Producer', 'Director']","['Academy Awards USA Nom', 'Academy of Science Fiction Fantasy & Horror Films USA Win', 'Blockbuster Entertainment Awards Nom', 'Critics Choice Awards Nom', 'Chicago Film Critics Association Awards Nom']"
137,John Malkovich,1953,"['In the Line of Fire', 'Being John Malkovich', 'Burn After Reading', 'RED']","['Actor', 'Producer', 'Writer']","['Academy Awards USA Nom', 'Academy of Science Fiction Fantasy & Horror Films USA Nom', 'American Comedy Awards USA Win', 'Boston Society of Film Critics Awards Win', 'BAFTA Awards Nom']"
138,Megan Fox,1986,"['Transformers', 'Teenage Mutant Ninja Turtles', ""Jennifer's Body"", 'Teenage Mutant Ninja Turtles: Out of the Shadows']","['Actress', 'Producer', 'Writer']","[""Kids' Choice Awards USA Nom"", 'MTV Movie + TV Awards Nom', ""People's Choice Awards USA Nom"", 'Razzie Awards Win', 'SFX Awards UK Nom']"
139,Michael Fassbender,1977,"['Shame', 'Prometheus', 'X-Men: First Class', 'Steve Jobs']","['Actor', 'Producer', 'Executive']","['Academy Awards USA Nom', 'Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Boston Society of Film Critics Awards Nom', 'BAFTA Awards Nom', 'British Independent Film Awards Nom']"
140,Will Arnett,1970,"['The Lego Batman Movie', 'The Lego Movie', 'Arrested Development', '2003–2019 • 84 eps', '2016']","['Actor', 'Producer', 'Writer']","['American Comedy Awards USA Nom', 'Annie Awards Win', 'Primetime Emmy Awards Nom', 'Satellite Awards Nom', ""Kids' Choice Awards USA Nom""]"
141,John Gallagher Jr.,1984,"['10 Cloverfield Lane', 'Short Term 12', 'Hush', 'Peppermint']","['Actor', 'Producer', 'Soundtrack']","['Fright Meter Awards Nom', 'CinEuphoria Awards Nom', 'Online Film & Television Association Nom']"
142,Tom Wopat,1951,"['The Dukes of Hazzard', '1979–1985 • 128 eps', '2012', '2010', 'Luke Duke']","['Actor', 'Director', 'Soundtrack']","['Screen Actors Guild Awards Nom', 'Academy of Country Music Awards Nom']"
143,Michael Shannon,1974,"['Take Shelter', 'The Shape of Water', 'Revolutionary Road', '99 Homes']","['Actor', 'Producer', 'Director']","['Academy Awards USA Nom', 'Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Boston Society of Film Critics Awards Nom', 'Critics Choice Awards Nom', 'Chicago Film Critics Association Awards Nom']"
144,Wes Bentley,1978,"['American Beauty', 'The Hunger Games', 'Interstellar', 'P2']","['Actor', 'Producer', 'Soundtrack']","['Blockbuster Entertainment Awards Nom', 'BAFTA Awards Nom', 'Chicago Film Critics Association Awards Win', 'MTV Movie + TV Awards Nom', 'National Board of Review USA Win']"
145,Julia Jones,1981,"['The Twilight Saga: Eclipse', 'Westworld', '2018 • 2 eps', '2017', 'Omera']",['Actress'],"['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'First Americans in the Arts Awards Win', 'Western Heritage Awards Win', 'American Indian Film Festival Win', 'Red Nation Film Festival Nom']"
146,Selena Gomez,1992,"['Spring Breakers', 'Monte Carlo', 'Hotel Transylvania', 'Getaway']","['Music Artist', 'Actress', 'Music Department']","['ALMA Awards Nom', 'BET Awards Nom', 'Critics Choice Awards Nom', 'Cannes Film Festival Win', 'Daytime Emmy Awards Nom']"
147,John Corbett,1961,"['My Big Fat Greek Wedding', 'Northern Exposure', '1990–1995 • 110 eps', '2001', '2007']","['Actor', 'Producer', 'Additional Crew']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Primetime Emmy Awards Nom', 'Golden Globes USA Nom', 'Method Fest Win', 'Prism Awards Nom']"
148,Bridget Moynahan,1971,"['I, Robot', 'Battle: Los Angeles', 'The Sum of All Fears', 'Lord of War']","['Actress', 'Director', 'Producer']","['Beverly Hills Film Festival Win', 'Portland Comedy Film Festival Win']"
149,Ginnifer Goodwin,1978,"['Zootropolis', 'Big Love', '2006–2011 • 53 eps', 'Mary Margaret BlanchardSnow WhiteQueen Snow White', 'Vivian Cash']","['Actress', 'Producer', 'Soundtrack']","[""Kids' Choice Awards USA Win"", ""People's Choice Awards USA Nom"", 'Teen Choice Awards Nom', 'Washington DC Area Film Critics Association Awards Nom', 'Alliance of Women Film Journalists Win']"
150,Josh Duhamel,1972,"['Transformers', 'Safe Haven', 'Paradise Lost', 'Transformers: The Last Knight']","['Actor', 'Producer', 'Writer']","['Daytime Emmy Awards Nom', 'Razzie Awards Nom', 'Soap Opera Digest Awards Nom', 'Teen Choice Awards Nom', 'ACCEC Awards Win']"
151,Jason Spevack,1997,"['Sunshine Cleaning', 'Hollywoodland', 'Jesus Henry Christ', 'The Perfect Catch']","['Actor', 'Producer', 'Writer']",['Young Artist Awards Nom']
152,Sierra McCormick,1997,"['The Vast of Night', 'Curb Your Enthusiasm', '2007–2009 • 3 eps', 'Scarlett WinslowScarlett', 'Susan']","['Actress', 'Producer']","['Hamptons International Film Festival Win', 'Young Artist Awards Win', 'Fright Meter Awards Nom', 'Critics Choice Super Awards Nom']"
153,Sandra Oh,1971,"['Killing Eve', '2018–2022 • 31 eps', '2004', 'Dr. Cristina Yang', 'Patti']","['Actress', 'Producer', 'Writer']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Biarritz International Festival of Audiovisual Programming Win', 'Boston Society of Film Critics Awards Win', 'BAFTA Awards Nom', 'Critics Choice Awards Nom']"
154,Jake Gyllenhaal,1980,"['Nightcrawler', 'Brokeback Mountain', 'Prisoners', 'Donnie Darko']","['Actor', 'Producer', 'Camera and Electrical Department']","['Academy Awards USA Nom', 'Academy of Science Fiction Fantasy & Horror Films USA Nom', 'BAFTA Awards Nom', 'Critics Choice Awards Nom', 'Chicago Film Critics Association Awards Nom']"
155,Anne Hathaway,1982,"['Les Misérables', 'The Dark Knight Rises', 'Rachel Getting Married', 'Love & Other Drugs']","['Actress', 'Producer', 'Soundtrack']","['Academy Awards USA Win', 'Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Boston Society of Film Critics Awards Nom', 'BAFTA Awards Win', 'British Independent Film Awards Nom']"
156,Oliver Platt,1960,"['The Three Musketeers', 'Bicentennial Man', 'Lake Placid', 'Frost/Nixon']","['Actor', 'Producer']","['Blockbuster Entertainment Awards Nom', 'Boston Society of Film Critics Awards Nom', 'Primetime Emmy Awards Nom', 'Golden Globes USA Nom', 'Gotham Awards Nom']"
157,Hank Azaria,1964,"['The Simpsons', '1989–2024 • 756 eps', 'Alex', 'Agador', 'Blue Raja']","['Actor', 'Producer', 'Writer']","['American Comedy Awards USA Nom', 'Annie Awards Win', 'Critics Choice Awards Nom', 'Primetime Emmy Awards Nom', 'Screen Actors Guild Awards Nom']"
158,Josh Gad,1981,"['Frozen', 'Beauty and the Beast', 'Pixels', '21']","['Actor', 'Producer', 'Writer']","['American Comedy Awards USA Nom', 'Annie Awards Win', 'Grammy Awards Win', ""Kids' Choice Awards USA Win"", 'MTV Movie + TV Awards Nom']"
159,Gabriel Macht,1972,"['The Good Shepherd', 'A Love Song for Bobby Long', 'The Spirit', 'Suits', '2011–2019 • 134 eps']","['Actor', 'Producer', 'Director']","['Berlin International Film Festival Win', 'Young Artist Awards Nom']"
160,Judy Greer,1975,"['13 Going on 30', 'Jurassic World', 'Ant-Man', 'Dawn of the Planet of the Apes']","['Actress', 'Producer', 'Director']","['Annie Awards Nom', 'Satellite Awards Nom', 'Gotham Awards Nom', 'Screen Actors Guild Awards Nom', 'Southeastern Film Critics Association Awards Nom']"
161,George Segal,1934,"[""Who's Afraid of Virginia Woolf?"", '2012', ""Look Who's Talking"", 'The Owl and the Pussycat']","['Actor', 'Producer', 'Soundtrack']","['Academy Awards USA Nom', 'BAFTA Awards Nom', 'CableACE Awards Nom', 'Golden Globes USA Nom', 'Satellite Awards Nom']"
162,Jill Clayburgh,1944,"['Bridesmaids', 'An Unmarried Woman', 'Running with Scissors', 'Starting Over']","['Actress', 'Soundtrack']","['Academy Awards USA Nom', 'BAFTA Awards Nom', 'Cannes Film Festival Win', 'Primetime Emmy Awards Nom', 'Golden Apple Awards Win']"
163,Kate Jennings Grant,1970,"['Notorious', '2016 • 10 eps', 'Evelyn Benson', 'Gina', 'Diane Sawyer']",['Actress'],['BendFilm Festival Win']
164,Anthony Mackie,1978,"['The Hurt Locker', 'The Adjustment Bureau', 'Captain America: The Winter Soldier', 'Captain America: Civil War']","['Actor', 'Producer', 'Director']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'BET Awards Nom', 'Chicago International Film Festival Win', 'Gotham Awards Win', 'Image Awards (NAACP) Nom']"
165,Kerry Washington,1977,"['Scandal', '2012–2018 • 124 eps', '2004', '2001', '2012']","['Actress', 'Producer', 'Director']","['Acapulco Black Film Festival Nom', 'BET Awards Nom', 'Costume Designers Guild Awards Win', 'Primetime Emmy Awards Nom', 'GLAAD Media Awards Win']"
166,Ron Simons,1960,"['27 Dresses', 'Night Catches Us', 'The Washington Snipers', 'Entangled']","['Actor', 'Producer']","['Film Independent Spirit Awards Nom', 'Black Reel Awards Win']"
167,Tariq Trotter,1973,"['Zoolander 2', 'Popstar: Never Stop Never Stopping']","['Music Department', 'Actor', 'Producer']","['Grammy Awards Nom', 'Image Awards (NAACP) Nom', 'International Documentary Association Nom', 'Awards Circuit Community Awards Nom']"
168,Gemma Whelan,1981,"['Game of Thrones', '2012–2019 • 16 eps', '2010', '2020', '2010']",['Actress'],"['Screen Actors Guild Awards Nom', 'CinEuphoria Awards Win', 'Tweetfest Film Festival Win']"
169,Emily Blunt,1983,"['Edge of Tomorrow', 'The Devil Wears Prada', 'The Adjustment Bureau', 'Salmon Fishing in the Yemen']","['Actress', 'Producer', 'Additional Crew']","['Academy Awards USA Nom', 'Academy of Science Fiction Fantasy & Horror Films USA Win', 'BAFTA Awards Nom', 'British Independent Film Awards Nom', 'Critics Choice Awards Nom']"
170,Benicio Del Toro,1967,"['Sicario', 'Traffic', 'The Usual Suspects', 'Guardians of the Galaxy']","['Actor', 'Producer', 'Director']","['Academy Awards USA Nom', 'ALMA Awards Nom', 'Berlin International Film Festival Win', 'Blockbuster Entertainment Awards Win', 'BAFTA Awards Nom']"
171,Asa Butterfield,1997,"['Hugo', ""Ender's Game"", 'The Boy in the Striped Pyjamas', 'The Space Between Us']",['Actor'],"['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'British Independent Film Awards Nom', 'Critics Choice Awards Nom', 'Las Vegas Film Critics Society Awards Win', 'London Critics Circle Film Awards Nom']"
172,Anthony Hopkins,1937,"['The Silence of the Lambs', 'Nixon', 'Hitchcock', ""The World's Fastest Indian""]","['Actor', 'Composer', 'Producer']","['Academy Awards USA Win', 'Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Boston Society of Film Critics Awards Win', 'BAFTA Awards Win', 'BAFTA Awards Wales Nom']"
173,Art Malik,1952,"['True Lies', 'The Living Daylights', 'The Wolfman', 'The Little Mermaid']","['Actor', 'Producer']",['BAFTA Awards Nom']
174,Sam Riley,1980,"['Control', 'Maleficent', 'Pride and Prejudice and Zombies', 'On the Road']","['Actor', 'Soundtrack']","['Bratislava International Film Festival Win', 'BAFTA Awards Nom', 'British Independent Film Awards Nom', 'Chicago International Film Festival Win', 'Edinburgh International Film Festival Win']"
175,Gaby Hoffmann,1982,"['Field of Dreams', 'Now and Then', 'Everyone Says I Love You', 'Uncle Buck']","['Actress', 'Director', 'Soundtrack']","['Primetime Emmy Awards Nom', 'Gotham Awards Nom', 'Film Independent Spirit Awards Nom', 'Screen Actors Guild Awards Nom', 'SXSW Film Festival Win']"
176,Jason Statham,1967,"['Crank', 'Fast & Furious 7', 'Spy', 'The Meg']","['Actor', 'Producer', 'Stunts']","['Critics Choice Awards Nom', 'Razzie Awards Nom', 'Teen Choice Awards Nom', 'Alliance of Women Film Journalists Nom', 'Shorty Awards Nom']"
177,Mickey Rourke,1952,"['Sin City', 'The Wrestler', 'Angel Heart', 'Iron Man 2']","['Actor', 'Writer', 'Producer']","['Academy Awards USA Nom', 'Academy of Science Fiction Fantasy & Horror Films USA Win', 'Boston Society of Film Critics Awards Win', 'BAFTA Awards Win', 'Critics Choice Awards Nom']"
178,Emmanuelle Chriqui,1975,"['Wrong Turn', ""You Don't Mess with the Zohan"", '100 Girls', 'Waiting']","['Actress', 'Producer']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Teen Choice Awards Nom', 'Young Hollywood Awards Win', 'DVD Exclusive Awards Nom', 'Online Film & Television Association Nom']"
179,Madeline Carroll,1996,"['Flipped', 'Resident Evil: Extinction', 'Swing Vote', 'The Spy Next Door']","['Actress', 'Producer']","['Young Artist Awards Nom', 'ICVM Crown Awards Win', 'Burbank International Film Festival Win', 'Madrid International Film Festival ES Win', 'International Christian Film Festival Win']"
180,Callan McAuliffe,1995,"['Flipped', 'I Am Number Four', 'The Great Gatsby', 'Cloudstreet', '2011 • 2 eps']","['Actor', 'Soundtrack']","['Young Artist Awards Win', 'CinEuphoria Awards Win', 'The Equity Ensemble Awards Nom']"
181,Rebecca De Mornay,1959,"['The Hand That Rocks the Cradle', 'Runaway Train', 'Risky Business', 'Identity']","['Actress', 'Producer', 'Director']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Chicago Film Critics Association Awards Nom', 'Cognac Festival du Film Policier Win', 'MTV Movie + TV Awards Nom', 'Razzie Awards Nom']"
182,Anthony Edwards,1962,"['ER', '1994–2008 • 180 eps', '1986', '2007', '1984']","['Actor', 'Producer', 'Director']","['CableACE Awards Nom', 'Daytime Emmy Awards Win', 'Primetime Emmy Awards Win', 'Golden Globes USA Nom', 'Satellite Awards Nom']"
183,John Mahoney,1940,"['Frasier', '1993–2004 • 263 eps', '1987', '1989', '1991']","['Actor', 'Producer', 'Soundtrack']","['Chicago Film Critics Association Awards Win', 'Primetime Emmy Awards Nom', 'Golden Globes USA Nom', 'Satellite Awards Nom', 'Prism Awards Nom']"
184,Penelope Ann Miller,1964,"[""Carlito's Way"", 'The Artist', 'Kindergarten Cop', 'The Freshman']","['Actress', 'Soundtrack']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Chicago Film Critics Association Awards Win', 'Golden Globes USA Nom', 'Hollywood Film Awards Win', 'Screen Actors Guild Awards Nom']"
185,Aidan Quinn,1959,"['Practical Magic', 'Flipped', 'Legends of the Fall', 'Michael Collins']","['Actor', 'Producer', 'Director']","['Blockbuster Entertainment Awards Nom', 'CableACE Awards Nom', 'Primetime Emmy Awards Nom', 'Satellite Awards Nom', 'Gotham Awards Nom']"
186,Morgan Lily,2000,"['2012', 'Flipped', 'Cooties', 'X-Men: First Class']",['Actress'],['Young Artist Awards Nom']
187,Julianne Moore,1960,"['Far from Heaven', 'Boogie Nights', 'The Kids Are All Right', 'Maps to the Stars']","['Actress', 'Producer', 'Soundtrack']","['Academy Awards USA Win', 'Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Berlin International Film Festival Win', 'Blockbuster Entertainment Awards Nom', 'Boston Society of Film Critics Awards Nom']"
188,Annette Bening,1958,"['American Beauty', '20th Century Women', 'The Kids Are All Right', 'The Grifters']","['Actress', 'Producer', 'Soundtrack']","['Academy Awards USA Nom', 'American Comedy Awards USA Win', 'American Society of Cinematographers USA Win', 'Blockbuster Entertainment Awards Nom', 'Boston Society of Film Critics Awards Nom']"
189,Mark Ruffalo,1967,"['Spotlight', 'The Kids Are All Right', 'Avengers Assemble', 'Foxcatcher']","['Actor', 'Producer', 'Writer']","['Academy Awards USA Nom', 'Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Boston Society of Film Critics Awards Nom', 'BAFTA Awards Nom', 'Critics Choice Awards Nom']"
190,Mia Wasikowska,1989,"['Alice in Wonderland', 'Stoker', 'Crimson Peak', 'Maps to the Stars']","['Actress', 'Director', 'Writer']","['Academy of Science Fiction Fantasy & Horror Films USA Nom', 'Film Critics Circle of Australia Awards Nom', 'Australian Film Institute Win', 'British Independent Film Awards Nom', 'Gotham Awards Nom']"
